Title,Image_URL,Year,Time,Audience_Type,Rating,Vote_Count,Metacritic_Score,Content,Director,Stars,Movie_Link,Box_Office_Worldwide,studio,Cast
Spectre,"https://m.media-amazon.com/images/M/MV5BOWQ1MDE1NzgtNTQ4OC00ZjliLTllZDAtN2IyOTVmMTc5YjUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,0,140,207_.jpg",2015,2h 28m,12A,6.8,(470K),60,"A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.",Sam Mendes,Javier Bardem,https://www.imdb.com/title/tt2379713/?ref_=ls_t_3,"$880,707,597",sony,"Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes, Monica Bellucci, Ben Whishaw, Naomie Harris, Dave Bautista, Andrew Scott, Rory Kinnear, Jesper Christensen, Alessandro Cremona, Stephanie Sigman, Tenoch Huerta, Adriana Paz, Domenico Fortunato, Marco Zingaro, Stefano Elfi DiClaudia"
Spider-Man,"https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_QL75_UY207_CR0,0,140,207_.jpg",2002,2h 1m,PG,7.4,(892K),73,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",Sam Raimi,Naomie Harris,https://www.imdb.com/title/tt0145487/?ref_=ls_t_4,"$825,776,725",sony,"Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco, Cliff Robertson, Rosemary Harris, J.K. Simmons, Joe Manganiello, Gerry Becker, Bill Nunn, Jack Betts, Stanley Anderson, Ron Perkins, Michael Papajohn, K.K. Dodds, Ted Raimi, Bruce Campbell, Elizabeth Banks"
Spider-Man 2,"https://m.media-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR6,0,140,207_.jpg",2004,2h 7m,PG,7.5,(719K),83,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,Sam Raimi,Sam Raimi,https://www.imdb.com/title/tt0316654/?ref_=ls_t_5,"$784,518,030",sony,"Tobey Maguire, Kirsten Dunst, Alfred Molina, James Franco, Rosemary Harris, J.K. Simmons, Donna Murphy, Daniel Gillies, Dylan Baker, Bill Nunn, Vanessa Ferlito, Aasif Mandvi, Willem Dafoe, Cliff Robertson, Ted Raimi, Elizabeth Banks, Bruce Campbell, Gregg Edelman"
2012,"https://m.media-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2009,2h 38m,12A,5.8,(402K),49,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,Roland Emmerich,Tobey Maguire,https://www.imdb.com/title/tt1190080/?ref_=ls_t_6,"$791,217,826",sony,"John Cusack, Thandiwe Newton, Chiwetel Ejiofor, Amanda Peet, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily, Zlatko Buric, Beatrice Rosen, Alexandre Haussmann, Philippe Haussmann, Johann Urb, John Billingsley, Chin Han, Osric Chau"
The Da Vinci Code,"https://m.media-amazon.com/images/M/MV5BMjIxMjQyMTc3Nl5BMl5BanBnXkFtZTcwMTA1MDUzMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2006,2h 29m,PG-13,6.6,(463K),46,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.",Ron Howard,Kirsten Dunst,https://www.imdb.com/title/tt0382625/?ref_=ls_t_7,"$760,006,945",sony,"Tom Hanks, Audrey Tautou, Jean Reno, Ian McKellen, Paul Bettany, Alfred Molina, Jürgen Prochnow, Jean-Yves Berteloot, Etienne Chicot, Jean-Pierre Marielle, Marie-Françoise Audollent, Rita Davies, Francesco Carnelutti, Seth Gabel, Shane Zaza, Andy Clark, Fausto Maria Sciarappa, Joe Grossi"
The Amazing Spider-Man,"https://m.media-amazon.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2012,2h 16m,12A,6.9,(711K),66,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",Marc Webb,Topher Grace,https://www.imdb.com/title/tt0948470/?ref_=ls_t_8,"$758,682,352",sony,"Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan, Denis Leary, Martin Sheen, Sally Field, Campbell Scott, Embeth Davidtz, Chris Zylka, Max Charles, C. Thomas Howell, Jake Keiffer, Kari Coleman, Michael Barra, Leif Gantvoort, Andy Pessoa, Hannah Marks"
The Amazing Spider-Man 2,"https://m.media-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",2014,2h 22m,12A,6.6,(545K),53,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",Marc Webb,Sam Mendes,https://www.imdb.com/title/tt1872181/?ref_=ls_t_9,"$709,734,012",sony,"Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti, Dane DeHaan, Colm Feore, Felicity Jones, Sally Field, Embeth Davidtz, Campbell Scott, Marton Csokas, Louis Cancelmi, Max Charles, B.J. Novak, Sarah Gadon, Michael Massee, Jorge Vega, Bill Heck"
Hancock,"https://m.media-amazon.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2008,1h 32m,12A,6.4,(517K),49,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,Peter Berg,Daniel Craig,https://www.imdb.com/title/tt0448157/?ref_=ls_t_10,"$629,443,428",sony,"Will Smith, Charlize Theron, Jason Bateman, Jae Head, Eddie Marsan, David Mattey, Maetrix Fitten, Thomas Lennon, Johnny Galecki, Hayley Marie Norman, Dorothy Cecchi, Michelle Lemon, Akiva Goldsman, Michael Mann, Brad Leland, Trieu Tran, Darrell Foster, Liz Wicker"
Men in Black 3,"https://m.media-amazon.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2012,1h 46m,PG,6.8,(391K),58,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,Barry Sonnenfeld,Christoph Waltz,https://www.imdb.com/title/tt1409024/?ref_=ls_t_11,"$654,213,485",sony,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement, Emma Thompson, Michael Stuhlbarg, Mike Colter, Nicole Scherzinger, Michael Chernus, Alice Eve, David Rasche, Keone Young, Bill Hader, Cayen Martin, Clarke Thorell, Adam Mucci, Tom McComas, Douglas Crosby"
Casino Royale,"https://m.media-amazon.com/images/M/MV5BZmY3MDQ5NDktYzViZC00NTgwLTg1MDktMDlkNmYzYjk4NDJhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1967,2h 11m,PG,5.0,(33K),48,"In an early spy spoof, aging Sir James Bond comes out of retirement to take on SMERSH.",Val Guest,Adam Sandler,https://www.imdb.com/title/tt0061452/?ref_=ls_t_7,"$616,577,552",sony,"David Niven, Peter Sellers, Ursula Andress, Orson Welles, Joanna Pettet, Daliah Lavi, Woody Allen, Deborah Kerr, William Holden, Charles Boyer, John Huston, Kurt Kasznar, George Raft, Jean-Paul Belmondo, Terence Cooper, Barbara Bouchet, Angela Scoular, Gabriella Licudi"
Casino Royale,"https://m.media-amazon.com/images/M/MV5BMTM5MjI4NDExNF5BMl5BanBnXkFtZTcwMDM1MjMzMQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2006,2h 24m,15,8.0,(700K),80,"After earning a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, in Montenegro.",Martin Campbell,Léa Seydoux,https://www.imdb.com/title/tt0381061/?ref_=ls_t_12,"$616,577,552",sony,"Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright, Mads Mikkelsen, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic, Tobias Menzies, Claudio Santamaria, Sebastien Foucan, Malcolm Sinclair, Richard Sammel, Ludger Pistor, Joseph Millson"
Men in Black,"https://m.media-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1997,1h 38m,12,7.3,(621K),72,"James, an NYC cop, is hired by Agent K of a secret government agency that monitors extraterrestrial life on Earth. Together, they must recover an item that has been stolen by an intergalactic villain.",Barry Sonnenfeld,Sam Raimi,https://www.imdb.com/title/tt0119654/?ref_=ls_t_13,"$589,390,539",sony,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Siobhan Fallon Hogan, Mike Nussbaum, Jon Gries, Sergio Calderón, Carel Struycken, Fredric Lehne, Richard Hamilton, Kent Faulcon, John Alexander, Keith Campbell, Ken Thorley, Patrick Breen"
Quantum of Solace,"https://m.media-amazon.com/images/M/MV5BMzhjYzlmYjQtYmU0Yy00NjNkLWFmOTQtZjQxZWU4NjY1Y2M4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",2008,1h 46m,12A,6.5,(474K),58,James Bond tries to stop an organisation from eliminating a country's most valuable resource.,Marc Forster,Tobey Maguire,https://www.imdb.com/title/tt0830515/?ref_=ls_t_14,"$589,593,688",sony,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini, Gemma Arterton, Jeffrey Wright, David Harbour, Jesper Christensen, Anatole Taubman, Rory Kinnear, Tim Pigott-Smith, Joaquín Cosio, Fernando Guillén Cuervo, Jesús Ochoa, Lucrezia Lante della Rovere, Glenn Foster, Paul Ritter"
The Smurfs,"https://m.media-amazon.com/images/M/MV5BOTBiYTBkYTItM2E2OS00NTY2LWE5MmEtZjdjMzkyYTk5MjJiXkEyXkFqcGdeQXVyMTA1NjE5MTAz._V1_QL75_UX140_CR0,1,140,207_.jpg",2011,1h 43m,U,5.4,(98K),30,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.",Raja Gosnell,Kirsten Dunst,https://www.imdb.com/title/tt0472181/?ref_=ls_t_15,"$563,892,376",sony,"Hank Azaria, Katy Perry, Jonathan Winters, Neil Patrick Harris, Jayma Mays, Sofía Vergara, Tim Gunn, Madison McKinley, Meg Phillips, Julie Chang, Roger Clark, Mark Doherty, Minglie Chen, Sean Kenin, Victor Pagan, Mahadeo Shivraj, Adria Baratta, Paula Pizzi"
The Mermaid,"https://m.media-amazon.com/images/M/MV5BYzQzZGQxZTUtZWZhMC00ODE0LWI3N2EtOThiOTg0ZDYxYjEwXkEyXkFqcGdeQXVyNjU0NzY4ODU@._V1_QL75_UY207_CR4,0,140,207_.jpg",2016,1h 34m,15,6.2,(10K),69,"Shan, a mermaid, is sent to assassinate Xuan, a developer who threatens the ecosystem of her race, but ends up falling in love with him instead.",Stephen Chow,Willem Dafoe,https://www.imdb.com/title/tt4701660/?ref_=ls_t_16,"$553,810,228",sony,"Chao Deng, Show Lo, Yuqi Zhang, Yun Lin, Hark Tsui, Zhang Wen, Kris Wu, Sheung-ching Lee, Zhengyu Lu, Chi Ling Chiu, Mei'e Zhang, Linah Matsuoka, Barbie Liu, Xu Zhen-zhen, White-K, Lianshun Kong, Wilson Chin, Tze-Chung Lam"
Terminator 2: Judgment Day,"https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",1991,2h 17m,15,8.6,(1.2M),75,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.",James Cameron,Sam Raimi,https://www.imdb.com/title/tt0103064/?ref_=ls_t_17,"$520,881,154",sony,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen, Joe Morton, S. Epatha Merkerson, Castulo Guerra, Danny Cooksey, Jenette Goldstein, Xander Berkeley, Leslie Hamilton Gearren, Ken Gibbel, Robert Winley, Pete Schrum, Shane Wilder, Michael Edwards, Jared Lounsbery"
Angels & Demons,"https://m.media-amazon.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2009,2h 18m,15,6.7,(312K),48,Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.,Ron Howard,Tobey Maguire,https://www.imdb.com/title/tt0808151/?ref_=ls_t_18,"$485,930,816",sony,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård, Pierfrancesco Favino, Nikolaj Lie Kaas, Armin Mueller-Stahl, Thure Lindhardt, David Pasquesi, Cosimo Fusco, Victor Alfieri, Franklin Amobi, Curt Lowens, Bob Yerkes, Marc Fiorini, Carmen Argenziano, Howard Mungo, Rance Howard"
Hotel Transylvania 2,"https://m.media-amazon.com/images/M/MV5BMGVhZWM0YTEtM2YxYy00YWUzLWI1YWQtNjk5ZTRhNTJmM2VhXkEyXkFqcGdeQXVyNTk1MTAyODc@._V1_QL75_UX140_CR0,0,140,207_.jpg",2015,1h 29m,U,6.6,(146K),44,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",Genndy Tartakovsky,Kirsten Dunst,https://www.imdb.com/title/tt2510894/?ref_=ls_t_19,"$475,186,976",sony,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Steve Buscemi, David Spade, Keegan-Michael Key, Asher Blinkoff, Fran Drescher, Molly Shannon, Megan Mullally, Nick Offerman, Dana Carvey, Rob Riggle, Mel Brooks, Jonny Solomon, Chris Kattan, Sadie Sandler"
Men in Black II,"https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_QL75_UX140_CR0,0,140,207_.jpg",2002,1h 28m,PG,6.2,(408K),49,Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.,Barry Sonnenfeld,Alfred Molina,https://www.imdb.com/title/tt0120912/?ref_=ls_t_20,"$445,135,288",sony,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross, Colombe Jacobsen-Derstine, Peter Spellos, Michael Rivkin, Michael Bailey Smith, Lenny Venito, Howard Spiegel, Alpheus Merchant, Jay Johnston"
Die Another Day,"https://m.media-amazon.com/images/M/MV5BMDlmY2Y2ZWQtNTZjMy00NGRkLTlkMjctMjA1MzdjMmI1NTQ1XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,0,140,207_.jpg",2002,2h 13m,12A,6.1,(230K),56,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",Lee Tamahori,Roland Emmerich,https://www.imdb.com/title/tt0246460/?ref_=ls_t_21,"$431,971,116",sony,"Pierce Brosnan, Halle Berry, Rosamund Pike, Toby Stephens, Rick Yune, Judi Dench, John Cleese, Michael Madsen, Will Yun Lee, Kenneth Tsang, Emilio Echevarría, Michael Gor, Lawrence Makoare, Colin Salmon, Samantha Bond, Ben Wee, Ho Yi, Rachel Grant"
Dances with Wolves,"https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1990,3h 1m,PG,8.0,(295K),72,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose.",Kevin Costner,John Cusack,https://www.imdb.com/title/tt0099348/?ref_=ls_t_22,"$424,208,848",sony,"Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant, Floyd 'Red Crow' Westerman, Tantoo Cardinal, Robert Pastorelli, Charles Rocket, Maury Chaykin, Jimmy Herman, Nathan Lee Chasing His Horse, Michael Spears, Jason R. Lone Hill, Tony Pierce, Doris Leader Charge, Tom Everett, Larry Joshua, Kirk Baltz"
Gone with the Wind,"https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,3,140,207_.jpg",1939,3h 58m,PG,8.2,(337K),97,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,Victor Fleming,Thandiwe Newton,https://www.imdb.com/title/tt0031381/?ref_=ls_t_23,"$402,382,193",sony,"Clark Gable, Vivien Leigh, Thomas Mitchell, Barbara O'Neil, Evelyn Keyes, Ann Rutherford, George Reeves, Fred Crane, Hattie McDaniel, Oscar Polk, Butterfly McQueen, Victor Jory, Everett Brown, Howard Hickman, Alicia Rhett, Leslie Howard, Olivia de Havilland, Rand Brooks"
Godzilla,"https://m.media-amazon.com/images/M/MV5BNjFlOTI2OGQtMzg0YS00ZGE4LTkwMjEtZDUzYThlOTU5YjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",1998,2h 19m,PG,5.4,(206K),32,French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.,George Cukor,Chiwetel Ejiofor,https://www.imdb.com/title/tt0120685/?ref_=ls_t_24,"$379,014,294",sony,"Matthew Broderick, Jean Reno, Maria Pitillo, Hank Azaria, Kevin Dunn, Michael Lerner, Harry Shearer, Arabella Field, Vicki Lewis, Doug Savant, Malcolm Danare, Lorry Goldman, Christian Aubert, Philippe Bergeron, Frank Bruynbroek, François Giroday, Nicholas J. Giangiulio, Robert Lesser"
Hitch,"https://m.media-amazon.com/images/M/MV5BNzYyNzM2NzM2NF5BMl5BanBnXkFtZTcwNjg5NTQzMw@@._V1_QL75_UX140_CR0,2,140,207_.jpg",2005,1h 58m,12A,6.6,(337K),58,A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.,Sam Wood,Ron Howard,https://www.imdb.com/title/tt0386588/?ref_=ls_t_25,"$371,594,210",sony,"Will Smith, Eva Mendes, Kevin James, Amber Valletta, Julie Ann Emery, Adam Arkin, Robinne Lee, Nathan Lee Graham, Michael Rapaport, Jeffrey Donovan, Paula Patton, Philip Bosco, Kevin Sussman, Navia Nguyen, Matt Malloy, Maria Thayer, Ato Essandoh, Marlyne Barrett"
Solaris,"https://m.media-amazon.com/images/M/MV5BNzlkNGE0MmMtMzU4YS00ZDU1LWFhMTktZDRjMGU5MjI1MzRlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",2002,1h 39m,12A,6.2,(87K),67,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,Steven Soderbergh,Steven Soderbergh,https://www.imdb.com/title/tt0307479/?ref_=ls_t_1,"$30,002,758",20th Century Fox,"George Clooney, Natascha McElhone, Ulrich Tukur, Viola Davis, Jeremy Davies, John Cho, Morgan Rusler, Shane Skelton, Donna Kimball, Michael Ensign, Elpidia Carrillo, Kent Faulcon, Lauren Cohn, Jennie Baek, Tony Clemons, Dale Hawes, Annie Morgan, Antonio Rochira"
Rising Sun,"https://m.media-amazon.com/images/M/MV5BMTNjYzRjYjMtMWY4ZS00NzU1LTlmMGUtOWY5OTg4N2IyMjQ1XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,1,140,207_.jpg",1993,2h 5m,18,6.2,(49K),56,"When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigating cop Tom Graham.",Philip Kaufman,George Clooney,https://www.imdb.com/title/tt0107969/?ref_=ls_t_2,"$107,198,790",20th Century Fox,"Sean Connery, Wesley Snipes, Harvey Keitel, Cary-Hiroyuki Tagawa, Kevin Anderson, Mako, Ray Wise, Stan Egi, Stan Shaw, Tia Carrere, Steve Buscemi, Tatjana Patitz, Peter Crombie, Sam Lloyd, Alexandra Powers, Daniel von Bargen, Lauren Robinson, Amy Hill"
Ice Age: Dawn of the Dinosaurs,"https://m.media-amazon.com/images/M/MV5BNTNhMDE5NzctOGU3NC00YjU0LWIwNTktNTBjZmNmY2E3Y2Q1XkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX140_CR0,0,140,207_.jpg",2009,1h 34m,U,6.9,(267K),50,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",Carlos Saldanha,Natascha McElhone,https://www.imdb.com/title/tt1080016/?ref_=ls_t_3,"$886,686,817",20th Century Fox,"Ray Romano, John Leguizamo, Denis Leary, Eunice Cho, Karen Disher, Harrison Fahn, Maile Flanagan, Jason Fricchione, Bill Hader, Kelly Keaton, Joey King, Queen Latifah, Allegra Leguizamo, Lucas Leguizamo, Clea Lewis, Jane Lynch, Josh Peck, Simon Pegg"
Home Alone,"https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",1990,1h 43m,PG,7.7,(660K),63,"An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve.",Michael Thurmeier,Ulrich Tukur,https://www.imdb.com/title/tt0099785/?ref_=ls_t_4,"$476,684,675",20th Century Fox,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Roberts Blossom, Catherine O'Hara, Angela Goethals, Devin Ratray, Gerry Bamman, Hillary Wolf, John Candy, Larry Hankin, Michael C. Maronna, Kristin Minter, Diana Rein, Jedidiah Cohen, Kieran Culkin, Senta Moses"
Home Alone 2: Lost in New York,"https://m.media-amazon.com/images/M/MV5BNDI1MzM0Y2YtYmIyMS00ODE3LTlhZjEtZTUyNmEzMTNhZWU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",1992,2h,PG,6.9,(407K),46,"Kevin accidentally boards a flight to New York City and gets separated from his family who are on their way to Miami. He then bumps into two of his old enemies, who plan to rob a toy store.",Chris Columbus,Philip Kaufman,https://www.imdb.com/title/tt0104431/?ref_=ls_t_5,"$358,994,850",20th Century Fox,"Macaulay Culkin, Joe Pesci, Daniel Stern, Catherine O'Hara, John Heard, Devin Ratray, Hillary Wolf, Maureen Elisabeth Shay, Michael C. Maronna, Gerry Bamman, Terrie Snell, Jedidiah Cohen, Senta Moses, Diana Rein, Kieran Culkin, Anna Slotky, Tim Curry, Brenda Fricker"
Prometheus,"https://m.media-amazon.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2012,2h 4m,15,7.0,(651K),64,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",Chris Columbus,Sean Connery,https://www.imdb.com/title/tt1446714/?ref_=ls_t_6,"$403,354,469",20th Century Fox,"Noomi Rapace, Logan Marshall-Green, Michael Fassbender, Charlize Theron, Idris Elba, Guy Pearce, Sean Harris, Rafe Spall, Emun Elliott, Benedict Wong, Kate Dickie, Branwell Donaghey, Vladimir 'Furdo' Furdik, C.C. Smiff, Shane Steyn, Ian Whyte, John Lebar, Daniel James"
X-Men,"https://m.media-amazon.com/images/M/MV5BZmIyMDk5NGYtYjQ5NS00ZWQxLTg2YzQtZDk1ZmM4ZDBlN2E3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",2000,1h 44m,12,7.3,(657K),64,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.",Ridley Scott,Wesley Snipes,https://www.imdb.com/title/tt0120903/?ref_=ls_t_7,"$296,339,528",20th Century Fox,"Patrick Stewart, Hugh Jackman, Ian McKellen, Famke Janssen, James Marsden, Halle Berry, Anna Paquin, Tyler Mane, Ray Park, Rebecca Romijn, Bruce Davison, Matthew Sharp, Brett Morris, Rhona Shekter, Kenneth McGregor, Shawn Roberts, Donna Goodhand, John Nelles"
X-Men 2,"https://m.media-amazon.com/images/M/MV5BNDk0NjYxMzIzOF5BMl5BanBnXkFtZTYwMTc1MjU3._V1_QL75_UY207_CR0,0,140,207_.jpg",2003,2h 14m,12A,7.4,(584K),68,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.",Bryan Singer,Harvey Keitel,https://www.imdb.com/title/tt0290334/?ref_=ls_t_8,"$407,711,549",20th Century Fox,"Patrick Stewart, Hugh Jackman, Halle Berry, Ian McKellen, Famke Janssen, James Marsden, Anna Paquin, Rebecca Romijn, Brian Cox, Alan Cumming, Bruce Davison, Aaron Stanford, Shawn Ashmore, Kelly Hu, Katie Stuart, Kea Wong, Cotter Smith, Chiara Zanni"
X-Men: The Last Stand,"https://m.media-amazon.com/images/M/MV5BNDBhNDJiMWEtOTg4Yi00NTYzLWEzOGMtMjNmNjAxNTBlMzY3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY207_CR2,0,140,207_.jpg",2006,1h 44m,12A,6.6,(548K),58,"The human government develops a cure for mutations, and Jean Grey becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",Bryan Singer,Carlos Saldanha,https://www.imdb.com/title/tt0376994/?ref_=ls_t_9,"$460,435,291",20th Century Fox,"Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen, Ian McKellen, Anna Paquin, Kelsey Grammer, James Marsden, Rebecca Romijn, Shawn Ashmore, Aaron Stanford, Vinnie Jones, Elliot Page, Daniel Cudmore, Ben Foster, Michael Murphy, Dania Ramirez, Shohreh Aghdashloo"
